frame_id,frame_index,track_id,detection_id,center_x,center_y,center_z,velocity_x,velocity_y,speed_m_per_frame,length,width,height,yaw_rad,yaw_deg,score,num_points,age,hits,missed,tracklet_length,stable,final_tracklet_length
000250,0,1,1,45.9383030397982,6.246304295751378,0.02499997615814209,0.0,0.0,0.0,3.877491621321334,2.9592115953791867,3.5980000495910645,0.5596522168167269,32.06571001873893,0.9942857142857143,138,1,1,0,1,True,3
000253,3,1,1,45.31602472302786,9.628470021276112,0.6800000220537186,-0.09334174751555117,0.5073248588287099,0.5158402797521994,2.1755770788719446,1.7313839350126963,2.2440000474452972,1.279137799263378,73.28919731344385,0.6949574841384346,58,6,2,0,2,True,3
000254,4,1,0,45.993582637650725,10.515928483614081,0.6790000200271606,0.25356310044673674,0.6783849804078766,0.7242240175188593,2.3017684247453416,0.9751381407546953,2.302000045776367,-0.021821067692539553,-1.2502550832517902,0.6298685983604362,46,7,3,0,3,True,3
000250,0,5,5,21.902833481218305,10.926761519213157,-0.171999990940094,0.0,0.0,0.0,3.80633554351364,1.0135866134611595,2.4380000829696655,0.3994329751288494,22.885823673237052,0.7353234326727036,69,1,1,0,1,True,4
000252,2,5,28,20.491419754101866,9.065776156822247,-0.5769999846816063,-0.31756808860119884,-0.4187217065379546,0.5255257923488398,1.931861105451311,0.8194035567614388,1.2119999676942825,-1.1911732133846369,-68.24919779597592,0.6908436828730522,78,4,2,0,2,True,4
000253,3,5,49,20.523317591052255,6.08649018279589,-0.9305000007152557,-0.16030842210298438,-1.5709756269077357,1.5791336898867372,4.45607130814726,1.9243499780435447,1.1550000309944153,-0.21130889672625172,-12.107107955980002,0.942851615331166,164,5,3,0,3,True,4
000254,4,5,42,22.334163349545957,3.4637690727182244,-0.6380000114440918,0.7267109591655244,-2.044261094334204,2.1695880346231067,4.482019539927317,2.0206983467712885,1.6180000305175781,-0.05733391859227011,-3.2849915582837195,0.9873804813079167,155,6,4,0,4,True,4
000250,0,8,19,42.04494435544753,17.76420633506475,-0.1809999942779541,0.0,0.0,0.0,1.6803632363482834,0.9321671778929556,2.1740000247955322,-1.2779435505567134,-73.22077190286302,0.561924771648902,28,1,1,0,1,True,5
000252,2,8,18,42.66148095805695,13.578655079886351,0.07549998164176941,0.13872073558711992,-0.9417490324151394,0.9519110686070852,1.3337238874729986,0.7035520887131239,1.6309999823570251,0.8314810684251619,47.64035596579019,0.555776440966253,32,4,2,0,2,True,5
000253,3,8,35,40.248377835771976,15.505565262013357,-0.42250001430511475,-1.0096000004553216,0.349147614128826,1.0682678584377783,1.1109716745816953,0.24153249302674137,2.5789999961853027,-1.366614247204325,-78.30122858725599,0.40839261739995414,24,5,3,0,3,True,5
