frame_id,frame_index,track_id,detection_id,center_x,center_y,center_z,velocity_x,velocity_y,speed_m_per_frame,length,width,height,yaw_rad,yaw_deg,score,num_points,age,hits,missed,tracklet_length,stable,final_tracklet_length
000250,0,1,1,45.9383030397982,6.246304295751378,0.02499997615814209,0.0,0.0,0.0,3.877491621321334,2.9592115953791867,3.5980000495910645,0.5596522168167269,32.06571001873893,0.9942857142857143,138,1,1,0,1,False,3
000253,3,1,1,45.31602472302786,9.628470021276112,0.6800000220537186,-0.09334174751555117,0.5073248588287099,0.5158402797521994,2.1755770788719446,1.7313839350126963,2.2440000474452972,1.279137799263378,73.28919731344385,0.6949574841384346,58,6,2,0,2,False,3
000254,4,1,0,45.993582637650725,10.515928483614081,0.6790000200271606,0.25356310044673674,0.6783849804078766,0.7242240175188593,2.3017684247453416,0.9751381407546953,2.302000045776367,-0.021821067692539553,-1.2502550832517902,0.6298685983604362,46,7,3,0,3,False,3
000250,0,2,2,63.282559693163144,21.71369559329971,0.8824999630451202,0.0,0.0,0.0,3.0458073662805765,2.0244495275778824,3.2309998869895935,-0.9522544900634918,-54.56016330302047,0.8,70,1,1,0,1,False,1
000250,0,3,3,39.97008032157373,16.688234747074695,1.022499993443489,0.0,0.0,0.0,3.6833304840751815,1.4430451968259552,1.3630000054836273,-1.0927241790387414,-62.608483630817624,0.7693470196824741,88,1,1,0,1,False,1
000250,0,4,4,31.901526873347798,14.76841083064073,0.10850000381469727,0.0,0.0,0.0,2.872064987784597,1.7252492322255288,2.6089999675750732,0.925137557190047,53.00647749603252,0.7083397415469508,48,1,1,0,1,False,2
000251,1,4,28,28.030878049888383,16.262211236131936,0.03399999439716339,-1.7417919705567368,0.6722101824710424,1.867004498685976,1.753805140294785,0.8019679251228421,1.0099999606609344,-1.1259414035133295,-64.51169040035018,0.549032039171749,30,2,2,0,2,False,2
000250,0,5,5,21.902833481218305,10.926761519213157,-0.171999990940094,0.0,0.0,0.0,3.80633554351364,1.0135866134611595,2.4380000829696655,0.3994329751288494,22.885823673237052,0.7353234326727036,69,1,1,0,1,False,4
000252,2,5,28,20.491419754101866,9.065776156822247,-0.5769999846816063,-0.31756808860119884,-0.4187217065379546,0.5255257923488398,1.931861105451311,0.8194035567614388,1.2119999676942825,-1.1911732133846369,-68.24919779597592,0.6908436828730522,78,4,2,0,2,False,4
000253,3,5,49,20.523317591052255,6.08649018279589,-0.9305000007152557,-0.16030842210298438,-1.5709756269077357,1.5791336898867372,4.45607130814726,1.9243499780435447,1.1550000309944153,-0.21130889672625172,-12.107107955980002,0.942851615331166,164,5,3,0,3,False,4
000254,4,5,42,22.334163349545957,3.4637690727182244,-0.6380000114440918,0.7267109591655244,-2.044261094334204,2.1695880346231067,4.482019539927317,2.0206983467712885,1.6180000305175781,-0.05733391859227011,-3.2849915582837195,0.9873804813079167,155,6,4,0,4,False,4
000250,0,6,7,12.967278571574454,11.358680802700396,0.5965000092983246,0.0,0.0,0.0,2.2922918275786923,0.806929094179033,0.453000009059906,0.7878348781353782,45.139613470360715,0.526426945477106,24,1,1,0,1,False,1
000250,0,7,16,23.02972739428312,-23.106151220936155,0.3670000061392784,0.0,0.0,0.0,2.949536243088124,2.022565680143649,1.2180000096559525,0.6318005760857098,36.199506503645225,0.7524057612675831,82,1,1,0,1,False,1
000250,0,8,19,42.04494435544753,17.76420633506475,-0.1809999942779541,0.0,0.0,0.0,1.6803632363482834,0.9321671778929556,2.1740000247955322,-1.2779435505567134,-73.22077190286302,0.561924771648902,28,1,1,0,1,False,5
000252,2,8,18,42.66148095805695,13.578655079886351,0.07549998164176941,0.13872073558711992,-0.9417490324151394,0.9519110686070852,1.3337238874729986,0.7035520887131239,1.6309999823570251,0.8314810684251619,47.64035596579019,0.555776440966253,32,4,2,0,2,False,5
000253,3,8,35,40.248377835771976,15.505565262013357,-0.42250001430511475,-1.0096000004553216,0.349147614128826,1.0682678584377783,1.1109716745816953,0.24153249302674137,2.5789999961853027,-1.366614247204325,-78.30122858725599,0.40839261739995414,24,5,3,0,3,False,5
000256,6,8,56,35.62237615642579,17.127739246888122,-0.5830000191926956,-1.2491802521523552,0.435357285502069,1.3228708434337615,2.164392682596241,0.7613212868137,0.9580000340938568,-0.02720133609118452,-1.558521755141757,0.5505135740248625,30,10,4,0,4,False,5
000257,7,8,3,32.247804435978495,14.001306263746747,0.343999981880188,-2.2056064128850768,-1.167448335387481,2.4955230442451892,1.4636483356122196,0.24627534994547107,2.138000011444092,-0.23859230170657916,-13.670331912098975,0.4177011707830035,27,11,5,0,5,False,5
000250,0,9,24,43.77562808940445,19.846595541418182,-0.614999994635582,0.0,0.0,0.0,2.115509734533775,0.44237712622741854,0.8819999992847443,-0.8872251171669714,-50.834254691667425,0.5634526211681223,37,1,1,0,1,False,1
000250,0,10,26,35.12034345718433,4.22631061270579,-0.939999982714653,0.0,0.0,0.0,1.1586527838160248,0.8423147107402778,1.735999971628189,0.7185139410014897,41.16781634069719,0.5315978763340947,23,1,1,0,1,False,5
000252,2,10,31,37.62885493271414,6.18255945370155,-1.0405000150203705,0.5644150819942068,0.44015598922404586,0.7157525268082018,1.9419613412863599,0.5478047727473568,0.925000011920929,-0.22817681601828232,-13.073568540580656,0.5449395625307135,30,4,2,0,2,False,5
000253,3,10,2,35.57886151217574,8.77125280177098,0.24700000882148743,-0.612068744145466,1.4069978007044692,1.534363372460064,0.5611588903511433,0.4670187262638411,2.4160000681877136,-1.1105546059237437,-63.630091838244844,0.5673644958322108,39,5,3,0,3,False,5
000254,4,10,2,35.20152781346976,10.704722366104603,0.3530000150203705,-0.5064379736976983,1.643910094337588,1.7201511036731767,1.6539259289046746,0.6047728612531387,2.240000069141388,-0.16602919809524394,-9.512772326798965,0.6195766690626039,52,6,4,0,4,False,5
000255,5,10,37,33.29876602312367,14.735514693200313,1.006500005722046,-1.1347836911894749,2.7180070990787426,2.9453856481676643,1.5807681130079916,1.5237408172692026,0.8610000610351562,-0.3238279835601691,-18.553976746229498,0.532299715346255,22,7,5,0,5,False,5
000250,0,11,31,56.04771380459169,21.552026711506162,-1.5904999375343323,0.0,0.0,0.0,2.767083142566615,0.6105864299245314,1.084999918937683,-0.8471105808381548,-48.535861062902015,0.5443286803069667,27,1,1,0,1,False,2
