track_id,tracklet_length,first_frame,last_frame,start_x,start_y,end_x,end_y,displacement_m,mean_speed_m_per_frame,mean_score
50,7,000252,000262,25.59199861873386,12.487802712811096,21.714017188152454,-8.916519503496994,21.75278716660176,2.0466004840807295,0.7093741027551008
36,6,000251,000259,8.737503258931033,9.503597593690493,0.7583835109701187,21.304818558753393,14.245531517586135,1.4337291294135692,0.6732378623361721
10,5,000250,000255,35.12034345718433,4.22631061270579,33.29876602312367,14.735514693200313,10.665904310172756,1.7289131627772767,0.5591556638211757
8,5,000250,000257,42.04494435544753,17.76420633506475,32.247804435978495,14.001306263746747,10.494921035833414,1.4596432036809537,0.498861714964595
25,5,000251,000257,11.646478581917219,-8.617098597112875,24.927799986825807,-12.653994539506462,13.881283338012983,1.959175889556063,0.6005225812983817
32,5,000251,000259,22.269548624390122,19.983231696155126,7.509749296467109,16.125635053403713,15.255580226878411,1.4934225691770258,0.5406681511077608
65,5,000253,000259,25.605112711356444,-4.723863404963908,11.191236935214777,-22.88568930320846,23.1864558492278,2.8269637379816746,0.5460960512045079
98,5,000255,000259,5.240012509382785,22.364303668442084,9.642953483512615,22.188457119018164,4.4064510925024045,1.0352815098283967,0.7514665186053096
114,5,000255,000262,42.42265112886001,-9.52902393231221,45.4643934432962,-8.703736685192606,3.1517130814352208,1.0615073353152549,0.6998256777447218
125,5,000255,000263,15.865969180078421,-21.43273395065731,2.5344992036797733,-12.561305101655408,16.013442526656213,1.686603265498643,0.6254900019384524
250,5,000262,000268,21.294833452505976,-2.7364202398729507,22.61182680693708,-0.011369305847232091,3.026610990637901,0.9341929450106896,0.5971482780830065
264,5,000263,000269,11.167729059820463,4.108599555412451,11.909582906322466,9.40630040967543,5.349390756976771,0.7859747609512989,0.820261580567853
5,4,000250,000254,21.902833481218305,10.926761519213157,22.334163349545957,3.4637690727182244,7.4754465894521624,1.424749172286228,0.8390998030462096
15,4,000250,000255,0.3183247929833753,-11.953028988363565,7.559526349078339,-6.563909802296843,9.026494645078152,1.6034025782000683,0.6687189326313236
43,4,000252,000256,31.477614958218588,12.151915602214412,29.1132543280469,15.294107539886282,3.932374773934443,1.2270304043172144,0.7462636616546577
48,4,000252,000256,35.41046261790018,10.439864010334421,41.57223842146993,14.838505190627236,7.570701769745355,1.329978023605851,0.6769176082129713
16,4,000251,000257,7.509007201043625,8.811206723365702,2.893996621654783,19.49130959039909,11.634557142336178,1.2706100392719313,0.4938485402952768
45,4,000252,000257,50.226625676168496,-7.058803963367391,41.50167216731817,-12.041156711666082,10.047320669714844,1.2532480731168893,0.6157865342118468
22,4,000251,000258,3.522104986331632,-16.81549694731194,0.8961487922217806,-10.907400146756684,6.46538890849693,0.9168045931459998,0.6084443122855924
81,4,000254,000259,36.96425357553196,-9.100549468774755,27.05275861762539,-23.324261718610337,17.336427615478634,2.3872696610191326,0.7324194136946482
153,4,000256,000259,8.41570446895552,16.50494663425707,16.659937853841033,18.7851975713488,8.553766915258363,2.054434804767217,0.9151420999018169
97,4,000255,000260,29.571917790762623,26.773757978027405,37.33028524559171,16.455984230816178,12.909249422905749,2.029256985339918,0.9564285714285714
195,4,000259,000264,6.329497142568995,19.161745780272415,14.061510631985438,14.960922626749111,8.799485653587675,1.4632671155397647,0.9583685968568719
201,4,000259,000265,33.05645637284975,-9.789694100427715,29.48485085245752,-7.93294176982148,4.025406216831781,0.7080553522645587,0.5664995711026791
252,4,000262,000267,13.984912441992089,-2.2886794689299843,14.698854833548141,-0.07943155107739103,2.3217429015713162,0.5942049474466656,0.9315584996312708
259,4,000263,000268,8.297102203136586,-8.332254491870165,8.269860935504642,-0.1542088349264426,8.178091027478128,1.2609390555489846,0.7139468850957229
262,4,000263,000269,13.264698889115182,1.552554079338456,9.09118257280375,7.666893328799127,7.402930696691213,1.2837201007154408,0.8826522275123551
279,4,000264,000269,21.935064187659236,6.126684935052714,28.222285338106005,13.504670764064324,9.693493936023343,1.373577615482015,0.5911312049631143
1,3,000250,000254,45.9383030397982,6.246304295751378,45.993582637650725,10.515928483614081,4.269982030351063,0.6200321486355294,0.7730372655948617
29,3,000251,000254,25.08169922086427,-2.9190532361609027,23.911912939371852,-2.6696769852944766,1.1960720960143043,1.0096494192187686,0.6059392643602123
14,3,000250,000255,33.825129896081854,11.785806483217048,29.384021969980317,8.494259944166066,5.52790360173008,0.8315644653193345,0.7351844207315898
21,3,000251,000255,1.7362991117694224,-6.090913540777044,0.7805076866164337,-4.619601092763593,1.7545077851281585,0.35971203852540823,0.8507524365997114
55,3,000252,000255,10.328551693495577,3.423850208038391,9.771801781073458,3.473918258390203,0.5589966678327053,0.8679306330574899,0.9496371004365297
53,3,000252,000256,37.785929799606876,-4.35374385857959,36.60820127014109,-9.394407985448662,5.176421479074361,0.6741141682302252,0.5605869097505073
80,3,000254,000256,26.866755940422856,-8.198248318473784,22.159966324180367,-7.171686709900623,4.817436790219922,1.3291176068981843,0.7057165561551223
82,3,000254,000256,29.24404803286397,-6.24128916738764,26.261886475150202,-8.498712881572143,3.7402204990706567,1.3488418997100475,0.42391448481698707
93,3,000255,000257,30.785327150494727,14.248086764530534,35.24907098934863,13.903430462758154,4.477029933477953,1.5408403689916303,0.7464321226838683
56,3,000253,000258,50.40641940080846,9.044308146531142,45.73626063948911,6.269889831725096,5.432106390845001,0.5307844397244731,0.7507031170872995
78,3,000254,000258,22.580636754380905,-8.249461755079974,25.533520821931408,-11.387711962063383,4.309076313785242,0.8497754945409817,0.7633478875755868
92,3,000254,000258,20.640786677471997,6.214576574936037,18.17280992566914,6.481695658420872,2.4823903504890534,0.574127321469511,0.6810536005518464
94,3,000255,000259,22.742832860618794,13.154069343877659,24.796937678278073,19.942074840704848,7.091993036297145,1.3923343666375703,0.759327962121842
103,3,000255,000259,17.313585939107593,-19.275953085737036,16.29918651944549,-17.920284530729482,1.6931755412972036,0.3254158707571488,0.6513200181792288
111,3,000255,000259,4.906641357202455,28.84717271157373,2.4346256543705183,26.102737165867243,3.6936145033807923,0.7076297184764303,0.5668783762135629
112,3,000255,000259,24.521403321198733,-15.205843728226075,23.526218888758095,-17.358058327586704,2.3711642153746393,0.3475967109833489,0.5281456550683884
128,3,000255,000259,8.593793898289844,19.41721004327179,3.080676684418102,19.789299224975025,5.5256593971244286,0.9010354530507261,0.8102851924893223
129,3,000255,000259,29.61885809910507,-6.360176591940418,27.522455476142333,-0.5842159241519106,6.144642023210538,1.2342074091261006,0.5503275980976957
137,3,000256,000259,17.595110578209887,24.523614437301724,15.229969085652602,22.38302865219466,3.1899846054829992,1.0957898969714706,0.6937664666986777
155,3,000256,000260,12.00904238701449,27.57130185466172,12.3299619942602,23.306047975133673,4.277309908241837,0.796140200931447,0.7460855756508676
170,3,000257,000260,23.159726183401173,14.091246395785213,19.429329497078196,9.204986565987317,6.147470582412411,1.68238769876442,0.47464939153157903
