frame_id,frame_index,track_id,detection_id,center_x,center_y,center_z,velocity_x,velocity_y,speed_m_per_frame,length,width,height,yaw_rad,yaw_deg,score,num_points,age,hits,missed,tracklet_length,stable,final_tracklet_length
250,0,5,5,21.902833481218305,10.926761519213157,-0.171999990940094,0.0,0.0,0.0,3.80633554351364,1.0135866134611595,2.438000082969665,0.3994329751288494,22.88582367323705,0.7353234326727036,69,1,1,0,1,True,4
252,2,5,28,20.491419754101862,9.065776156822247,-0.5769999846816063,-0.3175680886011988,-0.4187217065379546,0.5255257923488398,1.931861105451311,0.8194035567614388,1.2119999676942823,-1.1911732133846369,-68.24919779597592,0.6908436828730522,78,4,2,0,2,True,4
253,3,5,49,20.52331759105225,6.08649018279589,-0.9305000007152556,-0.1603084221029843,-1.5709756269077355,1.5791336898867372,4.45607130814726,1.924349978043545,1.1550000309944153,-0.2113088967262517,-12.107107955980002,0.942851615331166,164,5,3,0,3,True,4
254,4,5,42,22.33416334954596,3.4637690727182244,-0.6380000114440918,0.7267109591655244,-2.044261094334204,2.1695880346231067,4.482019539927317,2.0206983467712885,1.618000030517578,-0.0573339185922701,-3.2849915582837195,0.9873804813079168,155,6,4,0,4,True,4
250,0,15,43,0.3183247929833753,-11.953028988363563,-1.2475000023841858,0.0,0.0,0.0,1.5594678203371777,0.9826707157672394,1.347000002861023,-1.2444367304790966,-71.30097252751138,0.5407804577654096,25,1,1,0,1,True,4
251,1,15,13,3.0465642670789093,-10.607057421333854,-0.3089999854564667,1.22770776334299,0.6056872051633698,1.3689862463411608,2.398772255092007,0.8988179268021949,1.803999960422516,0.0400386530472286,2.294045836994816,0.6321786412958705,51,2,2,0,2,True,4
254,4,15,63,3.748407432680229,-7.840239534193329,-0.8374999910593033,0.7805157446788425,0.7481506459109322,1.0811726118749554,2.0063146897245456,1.5640545076557455,0.8289999663829803,0.1980760345343502,11.34892080150581,0.8743880303349524,146,7,3,0,3,True,4
255,5,15,22,7.559526349078339,-6.563909802296843,-0.4724999666213989,2.1442871719525125,0.9858312346044312,2.360048876384089,0.9027198937405398,0.8527301448561371,2.032999992370605,0.5191709263596809,29.74630292630697,0.6275286011290622,57,8,4,0,4,True,4
251,1,22,12,3.522104986331632,-16.81549694731194,-0.1230000257492065,0.0,0.0,0.0,1.472656578129272,0.3443310230923451,1.8020000457763672,-0.7110281265014086,-40.73891076362471,0.6957093628530236,83,1,1,0,1,True,4
254,4,22,40,0.4737775300905104,-13.747254968205038,-0.3940000236034393,-0.4572491184361683,0.4602362968660351,0.6487635973631799,1.2801854860280288,1.0059472884078355,1.290000021457672,0.8249411116775545,47.26564404595418,0.6198600351320661,54,6,2,0,2,True,4
257,7,22,13,1.0676665012512965,-15.131329225245656,-0.3689999878406524,-0.1624036694657746,0.0455188247202266,0.1686621334498627,0.7629437323476775,0.6126092068169796,2.199999988079071,-1.096820218125684,-62.84316938322005,0.5853541292281408,44,11,3,0,3,True,4
258,8,22,50,0.8961487922217806,-10.907400146756684,-0.4785000085830688,-0.1665049872694582,1.9258034389161616,1.9329880486249569,1.655753513402555,0.7067435271943459,0.781000018119812,-0.1933764779503942,-11.079656043662212,0.5328537219291388,26,12,4,0,4,True,4
251,1,25,17,11.64647858191722,-8.617098597112875,-0.1614999771118164,0.0,0.0,0.0,0.9028969373457272,0.4564389909174544,1.7369999885559082,0.4860087197550083,27.846248448518374,0.5567110737037735,35,1,1,0,1,True,5
252,2,25,8,15.727069976437178,-9.778919450263125,0.1089999973773956,1.8362661275339816,-0.5228193839176123,1.9092441958347384,1.4843036771861862,0.3161384746753561,1.4740000367164612,0.2968347115028615,17.007376182097353,0.6221986721352987,58,2,2,0,2,True,5
254,4,25,11,22.12282448129718,-11.523667108428931,0.0005000233650207,2.4489911337371906,-0.6801188842419932,2.5416764683621604,1.853282686360228,0.4778020902087093,2.1169999837875366,1.5054156334466715,86.25396220950766,0.6561458827166399,66,5,3,0,3,True,5
255,5,25,46,22.980300864263988,-12.495878221090004,-0.1740000247955322,1.7328094958905187,-0.8115603870305783,1.9134416664339613,1.5111423084473157,1.1832753485600125,2.5160000324249268,-1.4182985516226458,-81.26252109749512,0.5807481775223011,31,6,4,0,4,True,5
257,7,25,22,24.927799986825807,-12.653994539506462,-0.0285000205039978,1.3912325253161946,-0.4819343845105214,1.4723412275933905,0.6067231625735958,0.6128848804944931,2.3630000352859497,1.0039872348834096,57.52423124382903,0.5868091004138953,45,9,5,0,5,True,5
