frame_id,track_id,detection_id,center_x,center_y,center_z,velocity_x,velocity_y,speed_m_per_frame,length,width,height,yaw_rad,yaw_deg,score,confidence,age,hits,missed,confirmed
000253,5,49,20.523317591052255,6.08649018279589,-0.9305000007152557,-0.3099323799863539,-1.466124260853157,1.4985254180113936,4.45607130814726,1.9243499780435447,1.1550000309944153,-0.21130889672625172,-12.107107955980002,0.9650695383665173,0.836027815346607,4,3,0,True
000254,19,35,3.6258361702119073,-12.492437713740028,-0.3485000282526016,0.03782169733805994,1.1783010701613734,1.1789079237722382,3.9772876349848287,1.6851272017340237,1.4890000522136688,1.3400792159043822,76.78088328452172,0.9663271522131187,0.8365308608852475,4,3,0,True
000254,5,55,20.640786677471997,6.214576574936037,-0.9805000126361847,-0.16034186674422027,-0.9081505323055008,0.9221967813638181,2.4334455553231646,0.9992695168444377,0.953000009059906,0.39820859996718255,22.815672143932893,0.5311229932006993,0.6924491972802798,5,4,0,True
000254,18,9,1.5395122742493705,-3.8856522351551868,-0.49400003254413605,0.1060784909032621,0.5739748492990396,0.5836949321864707,4.588598984101056,3.0572076905439123,1.6980000436306,-1.152218484337177,-66.0172562294808,1.0,0.85,4,3,0,True
000254,48,2,35.20152781346976,10.704722366104603,0.3530000150203705,-0.0937560460994034,0.29710529756858506,0.3115473543837452,1.6539259289046746,0.6047728612531387,2.240000069141388,-0.16602919809524394,-9.512772326798965,0.5823426497620895,0.8329370599048358,3,3,0,True
000255,30,5,30.785327150494727,14.248086764530534,0.041499972343444824,0.713410346631844,-0.579355816829798,0.9190252908249533,2.9162000029220083,2.0029618277578605,2.6389999389648438,-0.32424277558628944,-18.577742578701873,0.83125,0.6925,5,3,0,True
000255,18,108,0.7805076866164337,-4.619601092763593,-1.5190000236034393,-0.19670058658440753,0.11620155188143372,0.2284598901827267,1.4186254150124362,1.5503773632227644,1.2179999947547913,-0.8801791303403685,-50.430549383998304,0.49589791583338166,0.6783591663333527,5,4,0,True
000255,51,4,23.633268628573145,8.584425267625129,-0.0009999871253967285,-0.6519559281328856,-1.0172384819357705,1.2082303842225635,1.5194197296819993,1.218728398999103,2.143999934196472,1.0414760847443367,59.67218411965976,0.6224195543935118,0.6989678217574047,4,3,0,True
000256,77,34,22.159966324180367,-7.171686709900623,-0.06299999356269836,-0.04963243909206,0.3147156003417375,0.31860522297772725,2.0808455374642323,0.5519697603799963,2.1179999709129333,1.2875063713501738,73.76868117456824,0.6417943020315718,0.8567177208126286,3,3,0,True
000257,28,14,5.994533332231455,-21.0404095465202,-0.22850000858306885,0.09151309996358455,-0.3815858667708394,0.3924059392825213,0.8407918612850704,0.29869356695469496,2.3550000190734863,-0.7918500115131561,-45.36966366708949,0.4836072105442983,0.45058574136057644,7,3,0,True
000257,14,13,1.0676665012512965,-15.131329225245656,-0.36899998784065247,0.24322663759814833,-0.8926124003781514,0.9251573350226144,0.7629437323476775,0.6126092068169796,2.199999988079071,-1.0968202181256839,-62.843169383220044,0.5321374995801867,0.43785499983207465,8,3,0,True
000257,93,11,7.416429841591927,24.938420523996932,-0.0040000081062316895,0.5536131326692755,-0.263120957356321,0.6129601445966905,1.9729340253152037,2.1915844312700314,2.224000096321106,0.7283558635110681,41.73171696279084,0.8965207689782936,0.9586083075913174,3,3,0,True
000257,94,30,2.893996621654783,19.49130959039909,-0.0729999840259552,0.7585045784988338,-0.1361414634919323,0.7706255210447022,0.7081491693629318,0.40787864916856237,1.8979999423027039,0.336119797456735,19.258245805062977,0.4978869377673297,0.7991547751069319,3,3,0,True
000257,69,6,32.39185894534459,25.7614708683619,0.47099998593330383,-0.01888387589059287,1.0878386039090349,1.0880024949067946,0.8234633513294831,0.4120294939221484,2.269999921321869,-0.43820749988163155,-25.10744029419701,0.4753365161644135,0.5501346064657654,5,3,0,True
000257,25,23,31.0152449920423,-14.72772445064497,0.1274999976158142,0.8214395544270208,1.1820050415674241,1.439409205149137,0.545655606816303,0.42788521304388083,2.4929999113082886,0.5983676493012251,34.283940902124364,0.4684510091243566,0.44452326079259974,7,3,0,True
000258,86,51,18.17280992566914,6.481695658420872,-0.9570000022649765,0.838483853246262,0.915054677395621,1.2411205561017442,3.3320329860988838,1.6848542094512338,1.0560000240802765,-0.11138319163186877,-6.381786789202949,0.7675562227799066,0.6670224891119627,5,3,0,True
000258,106,22,25.533520821931408,-11.387711962063383,0.13700002431869507,0.655058342669774,0.40722743966533304,0.7713206984890614,1.9062935784072321,0.7330720166149589,2.0800000429153442,-0.37928160572660724,-21.73123525507951,0.6196949508960166,0.6978779803584065,4,3,0,True
000258,70,47,22.902000375620897,5.731320055201462,-0.8089999854564667,0.12934415911431502,1.4520252829010043,1.4577747883952208,3.981864385923541,1.6255930348505383,1.3499999642372131,-0.13832525678980223,-7.925453414119002,0.9456400439000827,0.6782560175600332,6,3,0,True
